id	token	visible	frequency_full	is_special	length_chars
4457	▁बीच	▁बीच	13	False	4
4458	▁दशक	▁दशक	13	False	4
4459	व्यवस्था	व्यवस्था	13	False	8
4460	▁मैदा	▁मैदा	13	False	5
4461	▁There	▁There	7	False	6
4462	▁thir	▁thir	0	False	5
4463	▁stat	▁stat	2	False	5
4464	▁Europe	▁Europe	1	False	7
4465	▁up	▁up	7	False	3
4466	▁Ganges	▁Ganges	7	False	7
4467	▁Gandhi	▁Gandhi	7	False	7
4468	▁Neh	▁Neh	0	False	4
4469	▁areas	▁areas	3	False	6
4470	▁arti	▁arti	1	False	5
4471	▁లోక్	▁లోక్	2	False	5
4472	▁లోక్‌సభ	▁లోక్‌సభ	2	False	8
4473	▁ఏప్రిల్	▁ఏప్రిల్	2	False	8
4474	▁గత	▁గత	2	False	3
4475	▁గమ	▁గమ	2	False	3
4476	▁గణతంత్ర	▁గణతంత్ర	2	False	8
4477	▁ఇండో	▁ఇండో	2	False	5
4478	▁ఇంగ్లీషు	▁ఇంగ్లీషు	2	False	9
4479	▁స్థానం	▁స్థానం	2	False	7
4480	▁స్థావరాలు	▁స్థావరాలు	2	False	10
4481	ians	ians	0	False	4
4482	▁Asian	▁Asian	5	False	6
4483	▁diversity	▁diversity	5	False	10
4484	▁contrib	▁contrib	3	False	8
4485	▁Hindi	▁Hindi	7	False	6
4486	▁leg	▁leg	2	False	4
4487	▁economy	▁economy	7	False	8
4488	▁plain	▁plain	5	False	6
4489	pend	pend	1	False	4
4490	ivil	ivil	0	False	4
4491	▁స్థానాలను	▁స్థానాలను	2	False	10
4492	▁కులాలు,	▁కులాలు,	2	False	8
4493	▁కోల్‌కాతా	▁కోల్‌కాతా	2	False	10
4494	▁చద	▁చద	2	False	3
4495	▁చవి	▁చవి	2	False	4
4496	▁ప్రాంతీయ	▁ప్రాంతీయ	2	False	9
4497	▁ముడి	▁ముడి	2	False	5
4498	▁ముస్లిం	▁ముస్లిం	2	False	8
4499	▁ముఖ్యంగా	▁ముఖ్యంగా	2	False	9
4500	▁పేరు,	▁పేరు,	2	False	6
4501	▁party	▁party	7	False	6
4502	▁sculpt	▁sculpt	3	False	7
4503	▁majority	▁majority	7	False	9
4504	▁earli	▁earli	0	False	6
4505	▁early	▁early	7	False	6
4506	▁Constitution	▁Constitution	7	False	13
4507	▁occup	▁occup	5	False	6
4508	▁country	▁country	5	False	8
4509	▁parliamentary	▁parliamentary	7	False	14
4510	▁technolog	▁technolog	2	False	10
4511	▁political	▁political	7	False	10
4512	▁religious	▁religious	7	False	10
4513	▁especially	▁especially	7	False	11
4514	▁origin	▁origin	2	False	7
4515	▁painting	▁painting	2	False	9
4516	▁third	▁third	4	False	6
4517	▁Nehru	▁Nehru	7	False	6
4518	▁క్రీడా	▁క్రీడా	2	False	7
4519	▁క్రీ.పూ	▁క్రీ.పూ	2	False	8
4520	▁శాసన	▁శాసన	2	False	5
4521	▁ರೂ.2	▁ರೂ.2	2	False	5
4522	▁ಭಾರತದಲ್ಲಿರುವ	▁ಭಾರತದಲ್ಲಿರುವ	2	False	13
4523	▁ಮುಖ್ಯವಾದ	▁ಮುಖ್ಯವಾದ	2	False	9
4524	▁ಮೊದಲಾದ	▁ಮೊದಲಾದ	2	False	7
4525	▁ಸಿರಿವಂತರ	▁ಸಿರಿವಂತರ	2	False	9
4526	▁ಶತಮಾನದಲ್ಲಿ	▁ಶತಮಾನದಲ್ಲಿ	2	False	11
4527	▁ಶತಮಾನದಿಂದ	▁ಶತಮಾನದಿಂದ	2	False	10
4528	▁ಕರೆಯ	▁ಕರೆಯ	2	False	5
4529	▁ವಾಣಿಜ್ಯ	▁ವಾಣಿಜ್ಯ	2	False	8
4530	▁ಸ್ವತಂತ್ರ	▁ಸ್ವತಂತ್ರ	2	False	9
4531	▁चुनावों	▁चुनावों	13	False	8
4532	ई।	ई।	12	False	2
4533	कॉंग्रेस	कॉंग्रेस	1	False	8
4534	जाति	जाति	0	False	4
4535	मिल	मिल	4	False	3
4536	यन	यन	12	False	2
4537	योग	योग	12	False	3
4538	र्थिक	र्थिक	0	False	5
4539	▁भ	▁भ	12	False	2
4540	▁यू	▁यू	12	False	3
4541	▁సిక్కు	▁సిక్కు	2	False	7
4542	▁"భ	▁"భ	2	False	3
4543	▁పార్టీ,	▁పార్టీ,	2	False	8
4544	▁చిత్ర	▁చిత్ర	2	False	6
4545	▁జనాభాతో	▁జనాభాతో	2	False	8
4546	▁మొదలగు	▁మొదలగు	2	False	7
4547	▁ప్రాంతాల్లో	▁ప్రాంతాల్లో	2	False	12
4548	రాలు.	రాలు.	2	False	5
4549	▁చెందాయి.	▁చెందాయి.	2	False	9
4550	▁చెందుతున్న	▁చెందుతున్న	2	False	11
4551	.1	.1	2	False	2
4552	ign	ign	4	False	3
4553	▁Act	▁Act	5	False	4
4554	5.	5.	0	False	2
4555	6,	6,	0	False	2
4556	day	day	0	False	3
4557	fied	fied	3	False	4
4558	hat	hat	0	False	3
4559	i)	i)	0	False	2
4560	ix	ix	0	False	2
4561	▁పుట్టి	▁పుట్టి	2	False	7
4562	▁రెండో	▁రెండో	2	False	6
4563	▁రెండవ	▁రెండవ	2	False	6
4564	▁సాంకేతి	▁సాంకేతి	0	False	8
4565	▁అయినా,	▁అయినా,	2	False	7
4566	▁ఇతరదేశా	▁ఇతరదేశా	2	False	8
4567	▁భాషలను	▁భాషలను	2	False	7
4568	▁అతిపెద్ద	▁అతిపెద్ద	2	False	9
4569	▁ప్రభుత్వాన్ని	▁ప్రభుత్వాన్ని	2	False	14
4570	▁రాష్ట్రాలు	▁రాష్ట్రాలు	2	False	11
4571	ke	ke	1	False	2
4572	les,	les,	0	False	4
4573	min	min	1	False	3
4574	minist	minist	0	False	6
4575	ta	ta	3	False	2
4576	vent	vent	0	False	4
4577	wn	wn	1	False	2
4578	wan	wan	3	False	3
4579	ward	ward	1	False	4
4580	work	work	0	False	4
4581	▁स्थि	▁स्थि	3	False	5
4582	▁आर्थिक	▁आर्थिक	12	False	7
4583	▁उन	▁उन	12	False	3
4584	▁नेतृ	▁नेतृ	2	False	5
4585	▁गण	▁गण	1	False	3
4586	▁जाती	▁जाती	12	False	5
4587	▁जनजाति	▁जनजाति	12	False	7
4588	▁बहुत	▁बहुत	12	False	5
4589	▁थी।	▁थी।	12	False	4
4590	▁निर्माण	▁निर्माण	12	False	8
4591	▁ಸ್ಥಾನವನ್ನು	▁ಸ್ಥಾನವನ್ನು	2	False	11
4592	▁ಭಾಗಗಳು	▁ಭಾಗಗಳು	2	False	7
4593	▁ಆಡಳಿತಕ್ಕೆ	▁ಆಡಳಿತಕ್ಕೆ	2	False	10
4594	▁ಪಡೆಯಿತು.	▁ಪಡೆಯಿತು.	2	False	9
4595	▁ಬೆಳೆದ	▁ಬೆಳೆದ	2	False	6
4596	▁2016ರಲ್ಲಿ	▁2016ರಲ್ಲಿ	2	False	10
4597	ಜ್ಞಾನ,	ಜ್ಞಾನ,	2	False	6
4598	ಲಾರಂಭಿಸಿದರು.	ಲಾರಂಭಿಸಿದರು.	2	False	12
4599	▁ಕಾಲದಲ್ಲಿ	▁ಕಾಲದಲ್ಲಿ	2	False	9
4600	▁ಕುರುಹು	▁ಕುರುಹು	2	False	7
4601	▁రాష్ట్రాలు,	▁రాష్ట్రాలు,	2	False	12
4602	▁జరిగే	▁జరిగే	2	False	6
4603	▁అధికార	▁అధికార	2	False	7
4604	▁అధికారి	▁అధికారి	2	False	8
4605	▁7/	▁7/	2	False	3
4606	గినది.	గినది.	2	False	6
4607	▁అంతర్జా	▁అంతర్జా	0	False	8
4608	▁కాంగ్రెస్	▁కాంగ్రెస్	2	False	10
4609	▁ప్రపంచములో	▁ప్రపంచములో	2	False	11
4610	ప్పటికినీ	ప్పటికినీ	2	False	9
4611	▁ent	▁ent	3	False	4
4612	though	though	0	False	6
4613	ank	ank	2	False	3
4614	ants	ants	2	False	4
4615	ances	ances	1	False	5
4616	here	here	0	False	4
4617	▁air	▁air	6	False	4
4618	eration	eration	1	False	7
4619	ers,	ers,	2	False	4
4620	▁other	▁other	6	False	6
4621	▁1962	▁1962	6	False	5
4622	▁30	▁30	3	False	3
4623	▁सैन्य	▁सैन्य	12	False	6
4624	▁द्वारा	▁द्वारा	12	False	7
4625	4%	4%	4	False	2
4626	stan	stan	0	False	4
4627	ality	ality	1	False	5
4628	enins	enins	0	False	5
4629	▁sa	▁sa	3	False	3
4630	▁sm	▁sm	2	False	3
4631	▁నాయక	▁నాయక	2	False	5
4632	▁వేదా	▁వేదా	2	False	5
4633	▁వేల	▁వేల	2	False	4
4634	▁సింధు	▁సింధు	2	False	6
4635	▁సింధూనది	▁సింధూనది	2	False	9
4636	▁ప్రతిప	▁ప్రతిప	2	False	7
4637	▁మతము	▁మతము	2	False	5
4638	▁పాకిస్తా	▁పాకిస్తా	2	False	9
4639	▁కాలంలో,	▁కాలంలో,	2	False	8
4640	▁దేశపు	▁దేశపు	2	False	6
4641	▁sultanate	▁sultanate	6	False	10
4642	ed,	ed,	3	False	3
4643	▁call	▁call	2	False	5
4644	ands	ands	2	False	4
4645	ari	ari	3	False	3
4646	▁we	▁we	3	False	3
4647	▁won	▁won	6	False	4
4648	▁well	▁well	6	False	5
4649	▁often	▁often	6	False	6
4650	▁indi	▁indi	0	False	5
4651	माणु	माणु	0	False	4
4652	रब	रब	1	False	2
4653	लन	लन	11	False	2
4654	लर	लर	11	False	2
4655	▁ला	▁ला	11	False	3
4656	▁कॉंग्रेस	▁कॉंग्रेस	11	False	9
4657	▁में,	▁में,	11	False	5
4658	▁अव	▁अव	11	False	3
4659	▁सद	▁सद	11	False	3
4660	▁कार्य	▁कार्य	11	False	6
4661	▁ಕೇಂದ್ರಾಡಳಿತ	▁ಕೇಂದ್ರಾಡಳಿತ	2	False	12
4662	▁ಕೊಳ್ಳುವ	▁ಕೊಳ್ಳುವ	2	False	8
4663	▁ಮೇರೆಗೆ	▁ಮೇರೆಗೆ	2	False	7
4664	▁ಶ್ರೀಮಂತ	▁ಶ್ರೀಮಂತ	2	False	8
4665	▁ಮೂರನೇ	▁ಮೂರನೇ	2	False	6
4666	▁ಲೋಕಸಭೆ	▁ಲೋಕಸಭೆ	2	False	7
4667	▁ಭಾಷೆಗಳನ್ನು	▁ಭಾಷೆಗಳನ್ನು	2	False	11
4668	▁ಅಮೆರಿಕನ್	▁ಅಮೆರಿಕನ್	2	False	9
4669	▁ಮಹಾರಾ	▁ಮಹಾರಾ	2	False	6
4670	▁ಸಾಲಿನಲ್ಲಿ	▁ಸಾಲಿನಲ್ಲಿ	2	False	10
4671	▁సాధించ	▁సాధించ	2	False	7
4672	▁సాధించిన	▁సాధించిన	2	False	9
4673	▁ఏర్పడ్డాయి.	▁ఏర్పడ్డాయి.	2	False	12
4674	▁క్రీడలలో	▁క్రీడలలో	2	False	9
4675	▁సినిమాలు	▁సినిమాలు	2	False	9
4676	▁కంటే	▁కంటే	2	False	5
4677	▁చారిత్ర	▁చారిత్ర	2	False	8
4678	▁బ్రిటీ	▁బ్రిటీ	2	False	7
4679	▁సౌకర్య	▁సౌకర్య	2	False	7
4680	▁ప్రజలు	▁ప్రజలు	2	False	7
4681	ors	ors	5	False	3
4682	ory	ory	1	False	3
4683	orted	orted	0	False	5
4684	▁pres	▁pres	0	False	5
4685	▁prom	▁prom	6	False	5
4686	▁penins	▁penins	1	False	7
4687	▁men	▁men	4	False	4
4688	▁mak	▁mak	0	False	4
4689	▁lower	▁lower	6	False	6
4690	tions	tions	3	False	5
4691	▁पर्व	▁पर्व	11	False	5
4692	▁बन	▁बन	11	False	3
4693	▁राष्ट्रीय	▁राष्ट्रीय	11	False	10
4694	▁परमाणु	▁परमाणु	11	False	7
4695	▁हुआ।	▁हुआ।	11	False	5
4696	▁न्याया	▁न्याया	11	False	7
4697	▁साम्राज्य	▁साम्राज्य	11	False	10
4698	▁गणराज्य	▁गणराज्य	11	False	8
4699	rop	rop	0	False	3
4700	urther	urther	0	False	6
4701	ecu	ecu	0	False	3
4702	▁Tam	▁Tam	0	False	4
4703	▁rel	▁rel	1	False	4
4704	▁Acc	▁Acc	0	False	4
4705	ra,	ra,	4	False	3
4706	ration	ration	1	False	6
4707	▁These	▁These	6	False	6
4708	leg	leg	1	False	3
4709	▁BJP	▁BJP	6	False	4
4710	ility	ility	0	False	5
4711	▁ప్రముఖమైన	▁ప్రముఖమైన	2	False	10
4712	▁ఉపఖండ	▁ఉపఖండ	2	False	6
4713	▁ఉపయోగి	▁ఉపయోగి	2	False	7
4714	▁సభను	▁సభను	2	False	5
4715	▁జనతా	▁జనతా	2	False	5
4716	▁జనవరి	▁జనవరి	2	False	6
4717	▁జనగణ	▁జనగణ	2	False	5
4718	లవుతుంది.	లవుతుంది.	2	False	9
4719	▁నెల	▁నెల	2	False	4
4720	▁చైనా,	▁చైనా,	2	False	6
4721	▁Sh	▁Sh	4	False	3
4722	▁St	▁St	3	False	3
4723	amm	amm	0	False	3
4724	▁Indians	▁Indians	6	False	8
4725	est,	est,	1	False	4
4726	emoc	emoc	0	False	4
4727	ody	ody	0	False	3
4728	▁Pers	▁Pers	1	False	5
4729	ions	ions	3	False	4
4730	ains	ains	1	False	4
4731	ure.	ure.	3	False	4
4732	utes	utes	1	False	4
4733	▁execu	▁execu	1	False	6
4734	ach	ach	0	False	3
4735	sequ	sequ	0	False	4
4736	▁GDP	▁GDP	6	False	4
4737	▁North	▁North	4	False	6
4738	▁National	▁National	6	False	9
4739	▁arm	▁arm	2	False	4
4740	▁arch	▁arch	0	False	5
4741	▁చైనాను	▁చైనాను	2	False	7
4742	▁ప్రజాదరణ	▁ప్రజాదరణ	2	False	9
4743	▁మహాత్మా	▁మహాత్మా	2	False	8
4744	▁మహాసము	▁మహాసము	2	False	7
4745	▁సమరం	▁సమరం	2	False	5
4746	▁ఎన్నుకోబ	▁ఎన్నుకోబ	0	False	9
4747	▁తమిళ	▁తమిళ	2	False	5
4748	▁కూడుకొని	▁కూడుకొని	2	False	9
4749	▁రైల్వేశాఖ	▁రైల్వేశాఖ	2	False	10
4750	▁నిర్వహించింది.	▁నిర్వహించింది.	2	False	15
4751	▁along	▁along	6	False	6
4752	▁commer	▁commer	0	False	7
4753	▁spread	▁spread	4	False	7
4754	▁union	▁union	6	False	6
4755	▁diff	▁diff	1	False	5
4756	osed	osed	2	False	4
4757	roup	roup	0	False	4
4758	▁Western	▁Western	6	False	8
4759	ograph	ograph	0	False	6
4760	▁movement	▁movement	4	False	9
4761	काल	काल	10	False	3
4762	कास	कास	0	False	3
4763	जन	जन	10	False	2
4764	ताब्दी	ताब्दी	0	False	6
4765	त्रीय	त्रीय	0	False	5
4766	द्वीप	द्वीप	10	False	5
4767	धीरे	धीरे	10	False	4
4768	बर	बर	10	False	2
4769	रंप	रंप	2	False	3
4770	शेष	शेष	10	False	3
4771	▁ಪರಿಸ್ಥಿ	▁ಪರಿಸ್ಥಿ	2	False	8
4772	▁ವರ್ಷಕ್ಕೆ	▁ವರ್ಷಕ್ಕೆ	2	False	9
4773	▁ಸಂಖ್ಯೆಯಲ್ಲಿ	▁ಸಂಖ್ಯೆಯಲ್ಲಿ	2	False	12
4774	▁ಉಪಯೋಗಿ	▁ಉಪಯೋಗಿ	2	False	7
4775	▁ರಾಜಕೀಯ	▁ರಾಜಕೀಯ	2	False	7
4776	▁ಸಹಸ್ರ	▁ಸಹಸ್ರ	2	False	6
4777	▁ಹೋಲಿಕೆ	▁ಹೋಲಿಕೆ	2	False	7
4778	▁೨೦೧೪	▁೨೦೧೪	2	False	5
4779	▁ಹೆಸರಿನಿಂದ	▁ಹೆಸರಿನಿಂದ	2	False	10
4780	▁ಸಿರಿವಂತರು	▁ಸಿರಿವಂತರು	2	False	10
4781	▁నగరాలు	▁నగరాలు	2	False	7
4782	▁నగరాల	▁నగరాల	2	False	6
4783	▁ప్రపంచంలోని	▁ప్రపంచంలోని	2	False	12
4784	▁ఒకటిగా	▁ఒకటిగా	2	False	7
4785	▁పండుగలు	▁పండుగలు	2	False	8
4786	▁స్వాతంత్ర్య	▁స్వాతంత్ర్య	2	False	12
4787	▁స్వాతంత్ర్యం	▁స్వాతంత్ర్యం	2	False	13
4788	▁పట్టణాలు,	▁పట్టణాలు,	2	False	10
4789	▁ఐరోపా	▁ఐరోపా	2	False	6
4790	▁కిలోమీటర్ల	▁కిలోమీటర్ల	0	False	11
4791	▁sever	▁sever	2	False	6
4792	▁cap	▁cap	2	False	4
4793	▁languages	▁languages	6	False	10
4794	▁decl	▁decl	4	False	5
4795	▁her	▁her	6	False	4
4796	▁regional	▁regional	6	False	9
4797	▁popular	▁popular	6	False	8
4798	▁southern	▁southern	6	False	9
4799	▁endem	▁endem	6	False	6
4800	nific	nific	0	False	5
4801	सद	सद	10	False	2
4802	▁छो	▁छो	10	False	3
4803	▁ब्रि	▁ब्रि	1	False	5
4804	▁अरब	▁अरब	10	False	4
4805	▁प्रदेश	▁प्रदेश	10	False	7
4806	▁विकास	▁विकास	10	False	6
4807	▁राष्ट्र	▁राष्ट्र	10	False	8
4808	▁संस	▁संस	3	False	4
4809	▁इन	▁इन	10	False	3
4810	▁वर्षों	▁वर्षों	10	False	7
4811	▁ఖనిజాలు	▁ఖనిజాలు	2	False	8
4812	▁గోదా	▁గోదా	2	False	5
4813	▁చెన్నై	▁చెన్నై	2	False	7
4814	▁చెప్పు	▁చెప్పు	2	False	7
4815	▁రూపాం	▁రూపాం	2	False	6
4816	▁సూచించిన	▁సూచించిన	0	False	9
4817	▁సైనిక	▁సైనిక	2	False	6
4818	▁ఢిల్లీ,	▁ఢిల్లీ,	2	False	8
4819	▁న్యాయవ్యవస్థ	▁న్యాయవ్యవస్థ	2	False	13
4820	▁పశ్చిమ	▁పశ్చిమ	2	False	7
4821	▁serv	▁serv	3	False	5
4822	▁longer	▁longer	6	False	7
4823	▁republic	▁republic	6	False	9
4824	▁CE,	▁CE,	6	False	4
4825	▁whose	▁whose	6	False	6
4826	▁Buddhist	▁Buddhist	6	False	9
4827	▁eastern	▁eastern	6	False	8
4828	▁United	▁United	6	False	7
4829	▁second	▁second	4	False	7
4830	▁based	▁based	6	False	6
4831	▁This	▁This	6	False	5
4832	▁thought	▁thought	6	False	8
4833	▁China	▁China	6	False	6
4834	▁influenc	▁influenc	1	False	9
4835	▁roc	▁roc	1	False	4
4836	▁literac	▁literac	0	False	8
4837	▁estab	▁estab	1	False	6
4838	▁direct	▁direct	2	False	7
4839	▁educ	▁educ	1	False	5
4840	▁created	▁created	6	False	8
4841	▁ఆక్రమిం	▁ఆక్రమిం	2	False	8
4842	▁ఆధారపడిన	▁ఆధారపడిన	2	False	9
4843	▁రాజ్యాలుగా	▁రాజ్యాలుగా	2	False	11
4844	▁సభ్యులు	▁సభ్యులు	2	False	8
4845	▁సముద్రతీ	▁సముద్రతీ	2	False	9
4846	▁సామ్రాజ్యం	▁సామ్రాజ్యం	2	False	11
4847	▁కుటుంబ	▁కుటుంబ	2	False	7
4848	▁కుటుంబా	▁కుటుంబా	2	False	8
4849	▁పాకిస్థాన్,	▁పాకిస్థాన్,	2	False	12
4850	▁బ్రిటిషు	▁బ్రిటిషు	2	False	9
4851	▁ವ್ಯವಸ್ಥೆಯನ್ನು	▁ವ್ಯವಸ್ಥೆಯನ್ನು	2	False	14
4852	▁ಉಗಮಗೊಂಡ	▁ಉಗಮಗೊಂಡ	2	False	8
4853	▁ನಾಗರೀಕತೆಯ	▁ನಾಗರೀಕತೆಯ	2	False	10
4854	ಗಳಿಗೆ	ಗಳಿಗೆ	2	False	5
4855	ಗಳಿಂದ	ಗಳಿಂದ	2	False	5
4856	ಗಿದೆ:	ಗಿದೆ:	2	False	5
4857	ಟೆಲಿಗ್ರಾಂ	ಟೆಲಿಗ್ರಾಂ	1	False	9
4858	▁ದೃಷ್ಟಿಯಿಂದ	▁ದೃಷ್ಟಿಯಿಂದ	2	False	11
4859	▁ಇತಿಹಾಸ	▁ಇತಿಹಾಸ	2	False	7
4860	▁ಗಣರಾಜ್ಯ	▁ಗಣರಾಜ್ಯ	2	False	8
4861	▁मान	▁मान	10	False	4
4862	▁लिये	▁लिये	10	False	5
4863	▁१९९	▁१९९	10	False	4
4864	▁सरका	▁सरका	10	False	5
4865	▁क्षेत्रीय	▁क्षेत्रीय	10	False	10
4866	▁शताब्दी	▁शताब्दी	10	False	8
4867	▁जिसमें	▁जिसमें	10	False	7
4868	▁मुख्य	▁मुख्य	10	False	6
4869	▁ईसा	▁ईसा	10	False	4
4870	▁समाज	▁समाज	10	False	5
4871	▁local	▁local	6	False	6
4872	▁grew	▁grew	6	False	5
4873	▁federal	▁federal	6	False	8
4874	▁global	▁global	6	False	7
4875	▁Tamil	▁Tamil	6	False	6
4876	▁According	▁According	6	False	10
4877	sequent	sequent	0	False	7
4878	nificant	nificant	1	False	8
4879	▁25	▁25	4	False	3
4880	▁బ్రిటిష్	▁బ్రిటిష్	2	False	9
4881	▁లక్షణా	▁లక్షణా	2	False	7
4882	▁సౌకర్యాలు	▁సౌకర్యాలు	2	False	10
4883	▁సౌకర్యాలలో	▁సౌకర్యాలలో	2	False	11
4884	▁26న	▁26న	2	False	4
4885	డతారు.	డతారు.	0	False	6
4886	దాయంలో	దాయంలో	2	False	6
4887	▁గెలుచుకోవ	▁గెలుచుకోవ	0	False	10
4888	▁చూడండి	▁చూడండి	2	False	7
4889	▁టైటి	▁టైటి	2	False	5
4890	▁తిరుగుబా	▁తిరుగుబా	0	False	9
4891	▁21	▁21	7	False	3
4892	-b	-b	0	False	2
4893	-g	-g	0	False	2
4894	-m	-m	2	False	2
4895	-p	-p	2	False	2
4896	S$	S$	0	False	2
4897	ah	ah	1	False	2
4898	ai	ai	1	False	2
4899	ax	ax	0	False	2
4900	ble	ble	2	False	3
4901	);	);	6	False	2
4902	▁पहले	▁पहले	10	False	5
4903	▁ओर	▁ओर	10	False	3
4904	▁प्रधानमंत्री	▁प्रधानमंत्री	10	False	13
4905	▁नेतृत्व	▁नेतृत्व	10	False	8
4906	▁$	▁$	9	False	2
4907	8,	8,	2	False	2
4908	bian	bian	0	False	4
4909	can	can	0	False	3
4910	ded	ded	1	False	3
4911	dom	dom	0	False	3
4912	gen	gen	1	False	3
4913	iz	iz	0	False	2
4914	mb	mb	0	False	2
4915	mas	mas	0	False	3
4916	mary	mary	1	False	4
4917	nown	nown	1	False	4
4918	ool	ool	1	False	3
4919	ped	ped	0	False	3
4920	ption	ption	0	False	5
4921	▁భక్తి	▁భక్తి	2	False	6
4922	▁భూటా	▁భూటా	2	False	5
4923	▁భౌగోళిక	▁భౌగోళిక	2	False	8
4924	▁మీదగా	▁మీదగా	2	False	6
4925	▁మౌర్య	▁మౌర్య	2	False	6
4926	▁హైదరా	▁హైదరా	2	False	6
4927	▁శెలవుదినాలు	▁శెలవుదినాలు	2	False	12
4928	▁హిమాలయ	▁హిమాలయ	2	False	7
4929	▁ఆహారం	▁ఆహారం	2	False	6
4930	▁రాజ్యాంగం	▁రాజ్యాంగం	2	False	10
4931	▁ಬೆಳವಣಿಗೆ	▁ಬೆಳವಣಿಗೆ	2	False	9
4932	0,	0,	3	False	2
4933	▁34	▁34	4	False	3
4934	40	40	2	False	2
4935	▁11	▁11	4	False	3
4936	31	31	1	False	2
4937	eb	eb	2	False	2
4938	▁27	▁27	3	False	3
4939	▁Ar	▁Ar	3	False	3
4940	▁43	▁43	2	False	3
4941	गभ	गभ	0	False	2
4942	गर	गर	9	False	2
4943	गंगा	गंगा	9	False	4
4944	टिश	टिश	0	False	3
4945	डिया	डिया	9	False	4
4946	तर	तर	9	False	2
4947	धिका	धिका	1	False	4
4948	युक्त	युक्त	1	False	5
4949	लग	लग	8	False	2
4950	स,	स,	9	False	2
4951	ring	ring	1	False	4
4952	ria	ria	1	False	3
4953	te	te	2	False	2
4954	tle	tle	0	False	3
4955	ty,	ty,	3	False	3
4956	ue	ue	1	False	2
4957	yan	yan	2	False	3
4958	▁Y	▁Y	3	False	2
4959	▁z	▁z	5	False	2
4960	▁qu	▁qu	3	False	3
4961	▁కన్నడ	▁కన్నడ	2	False	6
4962	▁పాలనలో	▁పాలనలో	2	False	7
4963	▁జరుపుకుంటారు.	▁జరుపుకుంటారు.	2	False	14
4964	▁ఎన్నికల్లో	▁ఎన్నికల్లో	2	False	11
4965	▁ఉండటం	▁ఉండటం	2	False	6
4966	▁సారస్వ	▁సారస్వ	2	False	7
4967	▁ప్రారంభించాల	▁ప్రారంభించాల	2	False	13
4968	▁పరిపాలన	▁పరిపాలన	2	False	8
4969	▁బంగారు	▁బంగారు	2	False	7
4970	▁బంగ్లాదేశ్‌ల	▁బంగ్లాదేశ్‌ల	2	False	13
4971	▁trib	▁trib	2	False	5
4972	▁temp	▁temp	3	False	5
4973	▁aff	▁aff	1	False	4
4974	▁around	▁around	5	False	7
4975	nduc	nduc	0	False	4
4976	er,	er,	2	False	3
4977	eri	eri	1	False	3
4978	ons	ons	1	False	3
4979	onom	onom	1	False	4
4980	▁ob	▁ob	3	False	3
4981	▁old	▁old	1	False	4
4982	alth	alth	1	False	4
4983	enti	enti	2	False	4
4984	▁sing	▁sing	1	False	5
4985	▁sch	▁sch	1	False	4
4986	▁cur	▁cur	2	False	4
4987	ar,	ar,	2	False	3
4988	ara	ara	0	False	3
4989	ars	ars	4	False	3
4990	▁win	▁win	3	False	4
4991	▁(Ind	▁(Ind	1	False	5
4992	▁2012	▁2012	3	False	5
4993	,93,422	,93,422	0	False	7
4994	▁(17	▁(17	2	False	4
4995	,000,000	,000,000	2	False	8
4996	1,01	1,01	0	False	4
4997	21	21	3	False	2
4998	94	94	2	False	2
4999	India	India	0	False	5
5000	▁1967	▁1967	3	False	5
5001	संख्या	संख्या	0	False	6
5002	▁,	▁,	9	False	2
5003	▁घो	▁घो	9	False	3
5004	▁जै	▁जै	9	False	3
5005	▁थे	▁थे	9	False	3
5006	▁मं	▁मं	9	False	3
5007	▁मो	▁मो	9	False	3
5008	▁मौ	▁मौ	9	False	3
5009	▁व्या	▁व्या	9	False	5
5010	▁शि	▁शि	9	False	3
5011	▁ప్రతిపాదనకు	▁ప్రతిపాదనకు	2	False	12
5012	▁ఉత్తరాన	▁ఉత్తరాన	2	False	8
5013	▁తెలుగు,	▁తెలుగు,	2	False	8
5014	▁నేపాల్,	▁నేపాల్,	2	False	8
5015	▁సమాఖ్య.	▁సమాఖ్య.	2	False	8
5016	▁కూడుకుని	▁కూడుకుని	2	False	9
5017	▁కిందకు	▁కిందకు	2	False	7
5018	▁వైవిధ్యమైన	▁వైవిధ్యమైన	2	False	11
5019	▁కార్యక్రమాలు	▁కార్యక్రమాలు	2	False	13
5020	▁సాంప్రదాయిక	▁సాంప్రదాయిక	2	False	12
5021	▁when	▁when	5	False	5
5022	▁wild	▁wild	2	False	5
5023	▁inter	▁inter	3	False	6
5024	▁indu	▁indu	0	False	5
5025	▁bl	▁bl	3	False	3
5026	▁fl	▁fl	3	False	3
5027	▁fast	▁fast	5	False	5
5028	▁four	▁four	5	False	5
5029	▁five	▁five	3	False	5
5030	▁further	▁further	5	False	8
5031	11	11	0	False	2
5032	5;	5;	1	False	2
5033	chi	chi	1	False	3
5034	▁)	▁)	2	False	2
5035	▁1901	▁1901	2	False	5
5036	▁2017	▁2017	2	False	5
5037	▁82	▁82	2	False	3
5038	▁121,01	▁121,01	0	False	7
5039	33	33	1	False	2
5040	76	76	2	False	2
5041	▁22	▁22	6	False	3
5042	▁man	▁man	0	False	4
5043	▁med	▁med	3	False	4
5044	▁mem	▁mem	1	False	4
5045	ish	ish	2	False	3
5046	isl	isl	0	False	3
5047	iss	iss	0	False	3
5048	ingdom	ingdom	0	False	6
5049	ics	ics	3	False	3
